kode_lelang,nama_lelang,kode_rup,tanggal_pembuatan,keterangan,tahapan_lelang,instansi,satuan_kerja,kategori,metode_pengadaan,metode_kualifikasi,metode_dokumen,metode_evaluasi,tahun_anggaran,tahun,pagu,hps,cara_pembayaran,pembebanan_ta,sumber_pendanaan,lokasi,kualifikasi_usaha,peserta_lelang,agency,satker,nama_pemenang,alamat,npwp,hasil_negosiasi,harga_penawaran,harga_terkoreksi,gagal_lelang
4240260,Belanja jasa konsultasi penelitian(Survey Pajak Parkir),12157250,2017-06-01,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PENGELOLAAN PENDAPATAN DAERAH,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,337200000,337199966,Persentase,Tahun Tunggal,Pengadaan Tunggal,kota bandung - Bandung (Kota),NA,54,Pemerintah Daerah Kota Bandung,BADAN PENGELOLAAN PENDAPATAN DAERAH,PT. Selamat Sejahtera Sentosa,Jl. Sukasenang No.26 Bandung  - Bandung (Kota) - Jawa Barat,31.729.154.0-423.000,NA,0,0,Tidak
4239260,Belanja Jasa Konsultansi Perencanaan,11902434,2017-05-31,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PENGELOLAAN PENDAPATAN DAERAH,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,265978900,265978900,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,56,Pemerintah Daerah Kota Bandung,BADAN PENGELOLAAN PENDAPATAN DAERAH,PT. KANOMAN PUTRA USAHA MANDIRI,Jl. Cisaranten Kulon III No.16 Arcamanik Bandung  - Bandung (Kota) - Jawa Barat,02.789.265.2-429.000,NA,0,0,Tidak
4214260,Belanja Jasa Tenaga Pengamanan Kantor,10182203,2017-05-26,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,402600000,234850000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jalan Wastukancana Nomor 2 Bandung - Bandung (Kota),Perusahaan Kecil,16,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,PT.IVGASA,GRAHA KARTIKA PRATAMA BLOK A2 NO. 2 RT 001/RW 014 BOJONG BARU BOJONG GEDE BOGOR JABAR  - Bogor (Kab.) - Jawa Barat,31.414.294.4-403.001,NA,227479434,227479434,Tidak
4250260,Belanja Jasa Konsultansi Perencanaan (Recycling Center),12574521,2017-06-07,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,239633350,233693350,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,"Badan Perencanaan Pembangunan, Penelitian dan Pengembangan Kota Bandung - Bandung (Kota)",NA,21,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,PT. FASADE KOBETAMA INTERNASIONAL,Jl. Sekelimus XIV No. 8  - Bandung (Kota) - Jawa Barat,66.961.260.8-424.000,NA,0,0,Tidak
4594260,Belanja Jasa Konsultansi Perencanaan,10374988,2017-09-25,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2017   ,2017,148775550,145750550,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,32,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,PT. SELARAS MULTIARSI KONSULTAN,Jl. Saturnus Selatan VI No. 16 Bandung  - Bandung (Kota) - Jawa Barat,31.166.873.5-429.000,NA,129868750,0,Tidak
4152260,"Belanja Jasa Konsultansi Penelitian (Kajian Potensi Bandung Sebagai Kota Musik, dan Desain dan Kuliner)",10805146,2017-05-04,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,283629500,283629500,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,16,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,PT. Mitrakawasa Konsulindo,jl. satria raya blok G no. 70 komp. cibolerang indah bandung  - Bandung (Kota) - Jawa Barat,02.081.281.4-422.000,NA,0,0,Tidak
4180260,Belanja Jasa Konsultansi Perencanaan,10373102,2017-05-16,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,328350000,328350000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,35,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,PT. GIRI AWAS,Jl. Cijagra I Komplek Pengairan No. 20 Bandung  - Bandung (Kota) - Jawa Barat,01.257.375.4-424.000,NA,0,0,Tidak
4246260,Belanja Jasa Konsultansi Perencanaan (Penyusunan Review Masterplan Transportasi di Kota Bandung),10373533,2017-06-09,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2017,2017,277252250,277252250,Persentase,Tahun Tunggal,Pengadaan Tunggal,kota bandung - Bandung (Kota),NA,30,Pemerintah Daerah Kota Bandung,BADAN PERENCANAAN PEMBANGUNAN PENELITIAN DAN PENGEMBANGAN,PT. ANDIKA PERSADA RAYA,JL. Pualam No. 9A Bandung  - Bandung (Kota) - Jawa Barat,21.078.367.6-429.000,NA,0,0,Tidak
4221260,Belanja Jasa Tenaga Pengamanan,10556852,2017-05-30,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,6119520000,3059659680,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Bandung - Bandung (Kota),Perusahaan Non Kecil,26,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,PT. TRISULA WIBAWA,JL. DR JUNJUNAN DALAM NO: 8 B PASTEUR KEL PAJAJARAN KEC. CICENDO  - Bandung (Kota) - Jawa Barat,02.244.542.3-428.000,NA,3023928485,3023928485,Tidak
4572260,Belanja Modal Aset Tetap Lainnya - Pengadaan Aset Tetap Renovasi (Renovasi Taman Samping Ruang Sekretariat Daerah),13060050,2017-09-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017   ,2017,702352636,594750000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl. Wastukancana no. 2 - Bandung (Kota),Perusahaan Kecil,31,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,CV. PUTRA HARAPAN,Taman Kopo Indah D-88 Kab. Bandung  - Bandung (Kab.) - Jawa Barat,01.644.469.7-445.000,NA,489054700,0,Tidak
4522260,Pengadaan Pakaian Dinas dan Atributnya,11873268,2017-08-31,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,501847500,402763515,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,66,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,CV. Amelia Rahman,Jl. Prapatan Cihanjuang Gg.Gurame No.09 RT.001/ RW.003 Cibabat - Cimahi Utara  - Cimahi (Kota) - Jawa Barat,02.544.561.0-421.000,NA,315671400,315671400,Tidak
4163260,Belanja Jasa Konsultansi Perencanaan Taman Pramuka,10558517,2017-05-05,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2017,2017,225280000,190630000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Taman Pramuka Kota Bandung Jl LLRE Martadinata Bandung - Bandung (Kota),NA,27,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,PT. Arenco Binatama,Jl. Karang Arum VII No. A31 Bandung/Jl.Depokraya lavender Antapani  - Bandung (Kab.) - Jawa Barat,03.268.848.3-444.000,NA,161700000,0,Tidak
4136260,Belanja Jasa Konsultansi Perencanaan Gedung Pramuka,10557895,2017-05-05,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2017,2017,221430000,198330000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Taman Pramuka Kota Bandung Jl LLRE Martadinata Bandung - Bandung (Kota),NA,26,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,CV. Midifa Adidaya,Komp. Griya Bandung Indah G11 No.6 RT.06/09 Kel. Buahbatu Kec. Bojongsoang  - Bandung (Kab.) - Jawa Barat,03.172.590.6-444.000,NA,153230000,0,Tidak
4394260,Belanja Modal Aset Tetap Lainnya -  Pengadaan Aset Tetap Renovasi (Renovasi Taman Badak Tahap 2),12557497,2017-07-26,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1507875716,1499264000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Balaikota Bandung - Bandung (Kota),Perusahaan Kecil,42,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,CV. DWI MAHARANI,Jl. Melati V E23 No. 146 Cilengkrang  - Bandung (Kab.) - Jawa Barat,70.920.667.6-444.000,NA,1197881000,0,Tidak
4347260,Belanja Modal Aset Tetap Lainnya - Pengadaan Aset Tetap Renovasi (Renovasi Taman Dewi Sartika Tahap 2),12557549,2017-07-17,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,2380856394,2377787000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Balaikota Bandung - Bandung (Kota),Perusahaan Kecil,39,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,CV.PRATAMA SAKTI INTERNUSA,Jl.Mohamad Damin No.11 Cipadung Cibiru Kota Bandung  - Bandung (Kota) - Jawa Barat,76.959.332.8-429.000,NA,1995158000,1995157000,Tidak
4570260,Belanja Modal Aset Tetap Lainnya - Pengadaan Aset Tetap Renovasi (Renovasi Taman Belakang Ruang Tengah),12978924,2017-09-19,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017   ,2017,811872030,810827000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl. Wastukancana no. 2 - Bandung (Kota),Perusahaan Kecil,37,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,CV. Mustika Pratama,Jl. Suling No. 19 - Bandung  - Bandung (Kota) - Jawa Barat,01.935.675.7-424.000,NA,655701000,0,Tidak
4067260,Belanja Jasa Cleaning Service,11043110,2017-03-08,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1026596340,1026596340,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Bandung - Bandung (Kota),Perusahaan Kecil,55,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,PT. ANDYA KHARISMA PERSADA,Jl. Srigadis No. 12 Bandung  - Bandung (Kota) - Jawa Barat,66.870.439.8-424.000,NA,957176814,0,Tidak
4068260,Belanja Jasa Cleaning Service,11043352,2017-03-08,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,2868430950,2868430950,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Bandung - Bandung (Kota),Perusahaan Non Kecil,60,Pemerintah Daerah Kota Bandung,BAGIAN UMUM,PT. ANDYA KHARISMA PERSADA,Jl. Srigadis No. 12 Bandung  - Bandung (Kota) - Jawa Barat,66.870.439.8-424.000,NA,2674464628,0,Tidak
4108260,jasa tenaga pengamanan,11458432,2017-04-17,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,805200000,585586000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kebakaran dan Penanggulangan Bencana Kota Bandung - Bandung (Kota),Perusahaan Kecil,22,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,PT. BANGUN KARSA BUMI PERSADA (BKBP),JL.MERCURI TENGAH INDAH NO 03  - Bandung (Kota) - Jawa Barat,31.538.921.3-429.000,NA,580610000,0,Tidak
4261260,Belanja Pengadaan Breathing Aparatus,11191144,2017-06-15,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,450000000,395856450,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,DKPB Kota Bandung - Bandung (Kota),Perusahaan Kecil,30,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,CV. Tamaro Putra Utama,Rukan Jambore Park Jl. Jambore Raya No. 100 Rt/Rw 006/013  - Jakarta Timur (Kota) - DKI Jakarta,75.447.799.0-009.000,NA,378378000,378378000,Tidak
4202260,Belanja Selang Pemadam,12542632,2017-05-22,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1225000000,1206595500,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kebakaran dan Penanggulangan Bencana Kota Bandung - Bandung (Kota),Perusahaan Kecil,74,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,PT. BERLIAN CAKRA WISESA,"Ruko Duta Bintaro Blok AA.6/2 RT.006/013 Kel. Pakujaya, Kec. serpong Utara  - Tangerang Selatan (Kota) - Banten",31.687.402.3-411.000,NA,1145045000,0,Tidak
4188260,Belanja Pengadaan Helm Pemadam,11191216,2017-05-18,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1600000000,1595000000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kebakaran dan Penanggulangan Bencana Kota Bandung - Bandung (Kota),Perusahaan Kecil,93,Pemerintah Daerah Kota Bandung,DINAS KEBAKARAN DAN PENANGGULANGAN BENCANA,PT. Mitra Perdana Sentosa,Jl. Baranang Siang Ruko ITC Kosambi D No. 12 Kebon Pisang Sumur Bandung  - Bandung (Kota) - Jawa Barat,01.525.029.3.423.000,NA,1433520000,0,Tidak
4534260,Penataan Kawasan Objek Wisata - Pasir Kunci (DAK),13008284,2017-09-06,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBUDAYAAN DAN PARIWISATA,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017   ,2017,1898337019,499824000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Pasir Kunci - Kota Bandung - Bandung (Kota),Perusahaan Kecil,59,Pemerintah Daerah Kota Bandung,DINAS KEBUDAYAAN DAN PARIWISATA,CV. MUSTARINA MANDIRI,Jl. Karangarum I No. 14 RT.05/01 Melatiwangi Cilengkrang  - Bandung (Kab.) - Jawa Barat,01.611.975.2-444.000,NA,461310000,461309000,Tidak
4626260,Belanja Modal Aset tetap lainnya- Pengadaan Buku Ilmu Pengetahuan Umum ; 1.BUKU LITERASI DEWASA 2.BUKU DESIGN 3.BUKU SENI 4.BUKU CHILDREN&APOS BOOK 5.BUKU CULTURAL STUDIES 6.BUKU LITERASI ANAK 7.BUKU PENGEMBANGAN KOMUNITAS 8.LIST BUKU E-CRAFT 9.BIAYA DESIGN 10.BUKU PHOTOGRAPHY 11.BUKU FASHION,13065022,2017-10-27,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBUDAYAAN DAN PARIWISATA,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,1301361996,517991573,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,14,NA,NA,NA,NA,NA,NA,0,0,Ya
4567260,Belanja Modal Gedung dan Bahan Bangunan-Pengadaan Bangunan Gedung Kantor,11544832,2017-09-23,NA,Lelang Sudah Selesai,Pemerintah Daerah Kota Bandung,DINAS KEBUDAYAAN DAN PARIWISATA,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2017,2017,2396278674,1893934000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl. Laswi No.5 - Bandung (Kota),Perusahaan Kecil,31,Pemerintah Daerah Kota Bandung,DINAS KEBUDAYAAN DAN PARIWISATA,Madinahcorp.,Manglayang Regency Blok I-12 No.11 RT.005 RW. 028 Kel. Cinunuk - Kec. Cileunyi  - Bandung (Kab.) - Jawa Barat,74.944.751.2-444.000,NA,1646370000,1646370000,Tidak
