kode_lelang,nama_lelang,kode_rup,tanggal_pembuatan,keterangan,tahapan_lelang,instansi,satuan_kerja,kategori,metode_pengadaan,metode_kualifikasi,metode_dokumen,metode_evaluasi,tahun_anggaran,tahun,pagu,hps,cara_pembayaran,pembebanan_ta,sumber_pendanaan,lokasi,kualifikasi_usaha,peserta_lelang,agency,satker,nama_pemenang,alamat,npwp,hasil_negosiasi,harga_penawaran,harga_terkoreksi,gagal_lelang
1021260,Belanja Jasa Cleaning Service dan Laundry,775868,2014-03-20,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,1296062500,1234772000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan - Bandung (Kota),Perusahaan Kecil,41,NA,Dinas Kesehatan,NA,NA,NA,NA,NA,NA,Ya
1019260,Belanja jasa pengamanan,775379,2014-03-20,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,1651000000,1522884000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan - Bandung (Kota),Perusahaan Kecil,26,NA,Dinas Kesehatan,NA,NA,NA,NA,NA,NA,Ya
1024260,Kajian Konsep Pengembangan dan Pengelolaan Taman Kota Menjadi Taman Tematik di Kota Bandung,NA,2014-03-21,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,225000000,223135000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,26,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,PT. BELAPUTERA INTERPLAN,JL. HARUMAN NO. 16 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.548.564.2-424.000,NA,0,0,Tidak
1025260,"Pengadaan Buku Uji, Tanda Uji dan Tanda Samping Kendaraan Bermotor (Dokumen Sekurity)",NA,2014-03-24,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Perhubungan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,1673200000,1673100000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil dan Non Kecil,33,LPSE Kota Bandung,Dinas Perhubungan,PT. SISMA DUTA PERTIWI,SENTRA NIAGA BULEVAR HIJAU BLOK A3 NO.57 RT.006/009 KEL. PEJUANG KEC. MEDAN SATRIA KOTA BEKASI - BEKASI (KOTA) - JAWA BARAT,02.808.762.5-023.000,NA,1587850000,1587850000,Tidak
1028260,Belanja Alat Tulis Kantor,608021,2014-03-24,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Sekretariat DPRD,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,400000000,399998313,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Sekretariat DPRD - Bandung (Kota),Perusahaan Kecil,110,LPSE Kota Bandung,Sekretariat DPRD,CV.TRIA,JL. INDAH II NO. 11 BUMI ASRI PADASUKA - BANDUNG (KAB.) - JAWA BARAT,03.285.692.4-444.000,NA,362256400,362256400,Tidak
1029260,Belanja Modal Smartfone,634652,2014-03-24,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Sekretariat DPRD,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,837000000,698280000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Sekretariat DPRD - Bandung (Kota),Perusahaan Kecil,121,LPSE Kota Bandung,Sekretariat DPRD,CV.ZULTAN DEWATA,JL. SRITUNGGAL NO 25 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,31.696.603.5-424.000,NA,591778000,591778000,Tidak
1026260,Pekerjaan Jasa Konsultansi Perencanaan Sarana Air Bersih Sumur Dangkal,NA,2014-03-25,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2014,2014,160000000,154750000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,20,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,PT. SELARAS MULTIARSI KONSULTAN,JL. SATURNUS SELATAN VI NO. 16 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,31.166.873.5-429.000,NA,136565000,136565000,Tidak
1030260,Jasa Konsultansi Pengawasan Jalan Lingkungan,NA,2014-03-25,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2014,2014,122000000,115769000,Persentase,Tahun Tunggal,Pengadaan Tunggal,tersebar di 61 Lokasi di Kota Bandung - Bandung (Kota),NA,18,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,CV.KRISSATYA PRATAMA PUTRA,JL. MAKMUR NO. 17 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.678.122.1-428.000,NA,104183000,104183000,Tidak
1031260,Jasa Konsultasi Pendataan Prasarana Sarana dan Utilitas (PSU) Perumahan Formal,NA,2014-03-26,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,440000000,439725000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,35,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,PT. BIAS REKA,JL. BANJARMASIN NO. 6 - BANDUNG (KOTA) - JAWA BARAT,01.499.553.4-429.000,NA,0,0,Tidak
1036260,Belanja makanan dan minuman kegiatan Lokmin Tingkat Puskesmas,1066760,2014-04-01,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,204150000,204150000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,20,NA,Dinas Kesehatan,NA,NA,NA,NA,NA,NA,Ya
1022260,Jasa Konsultansi Pendampingan Penyediaan Sanitasi Dasar Terutama Bagi Masyarakat Miskin,NA,2014-04-01,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2014,2014,170000000,168160000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,14,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,CV.DAYA CIPTA MANDIRI,CIJERAH II/12 JL. NUSA INDAH II NO.113 CIMAHI SELATAN - CIMAHI - CIMAHI (KOTA) - JAWA BARAT,02.161.499.5-421.000,NA,0,0,Tidak
1034260,Kajian Strategi Peran Serta Masyarakat dan Swasta Dalam Sinergitas Penataan Kota Tua dengan Konsep Penataan Kota Baru di Kota Bandung,NA,2014-04-01,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,310000000,309936000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,22,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,PT. SISARTI BAKSYA ASASTA,JL. EKOLOGI NO. 26 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,31.552.819.0-423.000,NA,0,0,Tidak
1035260,Mamin Pasien Rawat Inap Puskesmas,780290,2014-04-01,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,540000000,540000000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,16,NA,Dinas Kesehatan,NA,NA,NA,NA,NA,NA,Ya
1037260,Konsultan Perencanaan Pembangunan Gedung Kantor,689476,2014-04-03,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Pagu Anggaran,APBD 2014,2014,360000000,359208850,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Diskamtam Kota Bandung - Bandung (Kota),NA,54,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,PT.MODULE TRI ARBA,BUANA SOETTA RESIDENCE NO. E 44 GEDEBAGE BANDUNG 40294 - BANDUNG (KOTA) - JAWA BARAT,01.279.879.9-423.000,NA,0,0,Tidak
1033260,Belanja Jasa Kebersihan / Cleaning Service,NA,2014-04-03,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Rumah Sakit Umum Daerah Kota Bandung,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,BLUD 2014,2014,781194150,694394800,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl Rumah Sakit No 22 Ujung Berung - Bandung (Kota),Perusahaan Kecil,30,LPSE Kota Bandung,Rumah Sakit Umum Daerah Kota Bandung,PT.MASADENTA,JL. SUMEDANG NO.10 - BANDUNG (KOTA) - JAWA BARAT,01.240.855.5-423.000,NA,622314000,0,Tidak
1038260,Penyusunan Pra Studi Kelayakan Rencana Kawasan Pusat Pemerintahan Kota Bandung,NA,2014-04-07,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,380000000,379747500,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,23,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,PT. STUDIO CILAKI EMPAT LIMA,JL. BUDISARI RAYA NO 12B SETIABUDI RT 03/05 - BANDUNG (KOTA) - JAWA BARAT,01.678.340.9-441.000,NA,0,0,Tidak
1039260,Kajian Kebijakan Pemberian Insentif dan Disinsentif Peran Serta Masyarakat dalam Penyelenggaraan Bangunan Cagar Budaya di Kota Bandung,NA,2014-04-07,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,270000000,269885000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,18,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,PT. BUMI MATRA INDONESIA,"JL. BOLA BASKET NO.24, ARCAMANIK - BANDUNG (KOTA) - JAWA BARAT",31.523.171.2-429.000,NA,0,0,Tidak
1040260,Belanja Modal Pengadaan Komputer/PC,875420,2014-04-09,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pelayanan Pajak,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,500000000,497898500,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Pelayanan Pajak Kota Bandung - Bandung (Kota),Perusahaan Kecil,178,LPSE Kota Bandung,Dinas Pelayanan Pajak,CV.TRIA,JL. INDAH II NO. 11 BUMI ASRI PADASUKA - BANDUNG (KAB.) - JAWA BARAT,03.285.692.4-444.000,NA,446875000,446875000,Tidak
1043260,Penyusunan Konsep Perencanaan Tata Ruang Kawasan Campuran di Kota Bandung,NA,2014-04-11,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2014,2014,180000000,179905000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,15,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,PT. SANTIKA KUSUMAAGUNG,PUSAT NIAGA DUTA MAS FATMAWATI BLOK A2 NO.7 JL. RS FATMAWATI NO.39 CIPETE UTARA - JAKARTA SELATAN (KOTA) - DKI JAKARTA,01.553.456.0-019.000,NA,171160000,171160000,Tidak
1041260,Belanja Modal Pengadaan Alat-Alat Kedokteran Umum,NA,2014-04-11,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Rumah Sakit Umum Daerah Kota Bandung,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,1332400000,1331799150,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl Rumah Sakit No 22 Ujung Berung - Bandung (Kota),Perusahaan Kecil,53,LPSE Kota Bandung,Rumah Sakit Umum Daerah Kota Bandung,PT. SICHER TORANO JAYA,JL.SUKADAMAI NO.4 TRS.PASTEUR BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.567.689.1-428.000,NA,1264098000,0,Tidak
1049260,Belanja cetak format PHBS tatanan rumah tangga,1060583,2014-04-12,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,377500000,166100000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,42,LPSE Kota Bandung,Dinas Kesehatan,PT. DINAMIKA INDO MEDIA,JL SETIADARMA II/82 BEKASI - BEKASI (KAB.) - JAWA BARAT,31.285.974.7-435.000,NA,70745829,70745829,Tidak
1045260,Jasa Tenaga Pengamanan,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,420000000,390048000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,13,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,PT. HEKSA GARDA UTAMA,"JL. KENCANA WANGI UTARA NO. 1, CIJAWURA, KEC. BUAHBATU - BANDUNG (KOTA) - JAWA BARAT",02.789.118.3-429.000,NA,373605400,373605400,Tidak
1055260,JASA KONSULTANSI EVALUASI/PENGAWASAN TEKNIK JALAN WIL TEGALLEGA 1,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,385000000,384703000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,38,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,PT. ALOCITA MANDIRI,JL. PRATISTA BARAT 7 NO. 4 ANTAPANI KIDUL - BANDUNG (KOTA) - JAWA BARAT,01.555.547.7-429.000,NA,0,0,Tidak
1052260,KSB.1 JASA KONSULTANSI EVALUASI/PENGAWASAN TEKNIK JALAN WIL BOJONAGARA 1,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,675200000,673571800,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,32,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,PT. PLANOSIP NUSANTARA ENGINEERING,JL. P.H.H MUSTOPA NO. 143 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.531.497.4-423.000,NA,0,0,Tidak
1053260,JASA KONSULTANSI EVALUASI/PENGAWASAN TEKNIK JALAN WIL UJUNGBERUNG 1.1,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,385000000,378749800,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,37,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,PT. GELAR BUANA PERSADA,JL. SADANG TENGAH RAYA NO. 10 RT 009 RW 14 - BANDUNG (KOTA) - JAWA BARAT,01.450.058.1-423.000,NA,0,0,Tidak
1057260,JASA KONSULTANSI EVALUASI/PENGAWASAN TEKNIK JALAN WIL CIBEUNYING 1.2,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,531300000,530365000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,30,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,CV.BAGUS DARAJAT,KOMP KOPO PERMAI I BLOK V NO. 7 SUKAMENAK BANDUNG - BANDUNG (KAB.) - JAWA BARAT,01.778.444.8-445.000,NA,0,0,Tidak
1058260,Jasa Konsultansi Evaluasi/Pengawasan Jalan Wilayah Ujungberung 1.2,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,385000000,384788800,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,35,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,CV.EMPAT PETULAI,JL.DIPATI UKUR NO. 120 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.241.514.5-423.000,NA,0,0,Tidak
1054260,JASA KONSULTANSI EVALUASI/PENGAWASAN TEKNIK JALAN WIL GEDEBAGE 1,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2014,2014,232000000,231550000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,37,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,CV.KRISSATYA PRATAMA PUTRA,JL. MAKMUR NO. 17 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.678.122.1-428.000,NA,0,0,Tidak
1051260,Belanja Jasa Cleaning Service,NA,2014-04-14,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2014,2014,290000000,228382000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,15,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,PT. ANDJANI WALUYA ABADI,JL. SETRA INDAH II NO. 17 BANDUNG - BANDUNG (KAB.) - JAWA BARAT,21.150.151.5-428.000,NA,202107000,202107000,Tidak
