kode_lelang,nama_lelang,kode_rup,tanggal_pembuatan,keterangan,tahapan_lelang,instansi,satuan_kerja,kategori,metode_pengadaan,metode_kualifikasi,metode_dokumen,metode_evaluasi,tahun_anggaran,tahun,pagu,hps,cara_pembayaran,pembebanan_ta,sumber_pendanaan,lokasi,kualifikasi_usaha,peserta_lelang,agency,satker,nama_pemenang,alamat,npwp,hasil_negosiasi,harga_penawaran,harga_terkoreksi,gagal_lelang
2179260,Peningkatan jl. Pasir Impun dan Jl. Patamon,3024678,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,2806046000,2565047000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Mandalajati - Bandung (Kota),Perusahaan Non Kecil,78,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. INDOTAMA ANUGRAH,JL. RAYA SOREANG KP. TANEUH BEUREUM RT 002 RW 010 DESA SADU KECAMATAN SOREANG - BANDUNG (KAB.) - JAWA BARAT,31.690.493.7-445.000,NA,1876051012,0,Tidak
2180260,Peningkatan Jl. Cigagak Tengah,3024686,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1981193000,1815655000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Cibiru - Bandung (Kota),Perusahaan Kecil,103,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.SERBA GUNA UTAMA,JL. JATIWANGI XII NO. 3 ANTAPANI - BANDUNG (KOTA) - JAWA BARAT,01.767.778.2-429.000,NA,1337555000,0,Tidak
2175260,Peningkatan Jl. Otto Iskandardinata,3024622,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1776324000,1761710000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Astana Anyar - Bandung (Kota),Perusahaan Kecil,96,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.SUMA UTAMA,JL.DEWI SARTIKA NO. 35/27 DS. TENJOLAYA KECAMATAN CICALENGKA - BANDUNG (KAB.) - JAWA BARAT,01.465.629.2-444.000,NA,1427515700,0,Tidak
2181260,Peningkatan Jl. Riung Sekar,3024697,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,561210000,538858000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Rancasari - Bandung (Kota),Perusahaan Kecil,97,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.MENARA KARYA,JL.RANCA ENDAH II NO.4 - BANDUNG (KOTA) - JAWA BARAT,31.657.297.3-429.000,NA,401509931,0,Tidak
2168260,Peningkatan Jl. Kapten Tata Negara,3024455,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,2952674000,2929271000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Sukajadi - Bandung (Kota),Perusahaan Non Kecil,64,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. PUTRA YOS NAEL SEJATI,"JL. JATIWANGI 8 NO. 81 ANTAPANI, BANDUNG - BANDUNG (KOTA) - JAWA BARAT",02.009.181.5-429.000,NA,2372897800,0,Tidak
2182260,Peningkatan Jl. Pluto Utara II dan VIII,3024703,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,576805000,557860000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Buah batu - Bandung (Kota),Perusahaan Kecil,102,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.CITRA RAYA,JL. KURDI TIMUR NO. 23 - BANDUNG (KOTA) - JAWA BARAT,01.665.742.1-422.000,NA,401237000,0,Tidak
2176260,Peningkatan Jl. Burangrang,3024635,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1102431000,1094301000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Lengkong - Bandung (Kota),Perusahaan Kecil,125,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.ARTHA AYU,BTN GADUNG PERMAI BLOK A NO.2A CIANJUR - CIANJUR (KAB.) - JAWA BARAT,01.217.146.8-406.000,NA,886888630,0,Tidak
2169260,Peningkatan Jl. Sindangsirna,3024488,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,731350000,730000000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Sukajadi - Bandung (Kota),Perusahaan Kecil,81,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.RIZKY PUTERA,JL. SUKAMANTRI I NO. 175/144D RT 02 RW 10 - BANDUNG (KOTA) - JAWA BARAT,01.723.401.4-423.000,NA,620500000,0,Tidak
2183260,Peningkatan Jl. Saluyu Indah Raya,3200427,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,423459000,420975000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Gedebage - Bandung (Kota),Perusahaan Kecil,115,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,ARIESTA KARYA UTAMA,GG. SAMSI I NO. 48/125A - BANDUNG - BANDUNG (KAB.) - JAWA BARAT,01.612.109.7-424.000,NA,404047800,0,Tidak
2177260,Peningkatan Jl. KH Ahmad Dahlan (Banteng),3024643,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1622757000,1611130000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Lengkong - Bandung (Kota),Perusahaan Kecil,108,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,DWI DINNAR,JL.RANCA MANYAR I NO.9 - BANDUNG (KOTA) - JAWA BARAT,01.611.928.1-424.000,NA,1336767000,0,Tidak
2170260,Peningkatan Jl.  Sederhana,3024503,2015-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,671363000,670342000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,kecamatan Sukajadi - Bandung (Kota),Perusahaan Kecil,83,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,DWI DINNAR,JL.RANCA MANYAR I NO.9 - BANDUNG (KOTA) - JAWA BARAT,01.611.928.1-424.000,NA,604188000,0,Tidak
2184260,Konsultan Pengawas/Manajemen Kontruksi Pembangunan Gedung Kantor Dinas Pemakaman dan Pertamanan,3259066,2015-02-20,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Pemakaman dan Pertamanan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2015,2015,1225000000,820380000,Persentase,Tahun Tunggal,Pengadaan Tunggal,Jl. Seram Kota Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,22,Agency ULP Kota Bandung,Dinas Pemakaman dan Pertamanan,CV.RAJAYA REKAYASA,KOMP. PRANAYA II NO. 30 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.524.890.9-424.000,NA,0,0,Tidak
2193260,PBH.1 Pengadaan bahan material konstruksi Jalan UPT Cibeunying Tahap I,3084540,2015-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,500000000,414252000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,34,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.MUSTIKA PRATAMA,JL. SULING NO. 19 - BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.935.675.7-424.000,NA,344612400,344612400,Tidak
2194260,PBH.1 Pengadaan bahan material konstruksi Jalan UPT Bojonagara Tahap I,3084235,2015-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,500000000,418660000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,31,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,GOZALI PUTRA,"JL. RANCAMEONG NO. 18, KODYA - BANDUNG - BANDUNG (KOTA) - JAWA BARAT",02.203.969.7-429.000,NA,345785000,345785000,Tidak
2185260,PBH.1 PENGADAAN  MATERIAL KONSTRUKSI JALAN UPT TEGALLEGA TAHAP I,3089604,2015-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,500000000,418660000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,31,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.DWI SURYA ABADI,"JL. MARGAWANGI SELATAN IV NO.190 CIJAURA, BUAH BATU - BANDUNG (KOTA) - JAWA BARAT",02.789.620.8-429.000,NA,337733000,337733000,Tidak
2197260,PBH.1 Pengadaan bahan material konstruksi Jalan UPT Gedebage Tahap I,3084925,2015-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,500000000,416013000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,35,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT.KAISAR JAYA ABADI,JL. KENCANA WANGI RAYA NO. 61 A BANDUNG - BANDUNG (KOTA) - JAWA BARAT,21.147.553.8-429.000,NA,351745350,351745350,Tidak
2186260,Belanja Jasa Konsultansi Perencanaan (DED) Pembangunan Gedung Rumah Sakit Khusus Gigi dan Mulut,3471797,2015-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Rumah Sakit Khusus Gigi dan Mulut,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2015,2015,245400000,241073000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl.L.L.R.E. Martadinata No. 45 Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,40,Agency ULP Kota Bandung,Rumah Sakit Khusus Gigi dan Mulut,PT. MUNASA KREASI NUSANTARA,JL. MARS SELATAN NO 17 MARGAHAYU RAYA BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.108.378.7-429.000,NA,0,0,Tidak
2195260,PBH.I Pengadaan bahan material konstruksi Jalan UPT Karees Tahap I,3084682,2015-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,500000000,424663000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,31,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.DEWI SRI,"KOMP. RIUNG BANDUNG, BLOK I F, NO.113 - BANDUNG (KOTA) - JAWA BARAT",01.499.682.1-429.000,NA,347105000,347105000,Tidak
2188260,Belanja jasa cleaning service,3014748,2015-02-25,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1218221220,1218046500,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,40,Agency ULP Kota Bandung,Dinas Kesehatan,SINDA PRATAMA MANDIRI,"JL. MANGLAYANG BARAT II NO. 6 DAMAR MAS, KAMASAN, BANJARAN, - BANDUNG (KAB.) - JAWA BARAT",70.633.324.2-445.000,NA,1065201469,1065201291,Tidak
2216260,Belanja jasa tenaga pengamanan,3014140,2015-02-25,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,664580525,663851430,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,27,Agency ULP Kota Bandung,Dinas Kesehatan,PT. MATRIX MITRA SENTOSA,KOMP. PURI CIPAGERAN INDAH I BLOK G NO. 39 KOTA CIMAHI - CIMAHI (KOTA) - JAWA BARAT,21.089.433.3-421.000,NA,637483841,641364847,Tidak
2213260,Belanja makanan dan minuman pasien : Mamin pasien rawat inap puskesmas,2963874,2015-02-25,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,444000000,444000000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,17,Agency ULP Kota Bandung,Dinas Kesehatan,CV.KAFI MANDIRI,JL.SITUSARI III NO.4 KEL.CIJAGRA KEC. LENGKONG. KOTA BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.480.944.4-423.000,NA,322566000,322566000,Tidak
2215260,Belanja makanan dan minuman harian pegawai : Mamin harian petugas jaga (Puskesmas 24 Jam),2963955,2015-02-25,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1800000000,1575000000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,25,Agency ULP Kota Bandung,Dinas Kesehatan,CV.SIDOMUKTI,JL. SIDOMUKTI 99-G - BANDUNG (KOTA) - JAWA BARAT,02.241.313.2-423.000,NA,1098000000,1098000000,Tidak
2212260,Belanja jasa tenaga sopir,3014549,2015-02-25,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,1064580525,1049877180,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,27,Agency ULP Kota Bandung,Dinas Kesehatan,PT. SENTRAL WAHANA ARTHA,JL. AJUDAN JENDRAL NO. 1 A - BANDUNG (KOTA) - JAWA BARAT,02.790.963.9-428.000,NA,986951370,986951216,Tidak
2228260,Belanja Jasa Tenaga Pengamanan Dalam kantor,3089644,2015-02-27,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Lainnya,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,750000000,648288600,Persentase,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,16,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. HEKSA GARDA UTAMA,"JL. KENCANA WANGI UTARA NO. 1, CIJAWURA, KEC. BUAHBATU - BANDUNG (KOTA) - JAWA BARAT",02.789.118.3-429.000,NA,563303300,0,Tidak
2233260,Pengawasan Teknik Jalan Wilayah Bojonagara I,3438461,2015-03-02,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2015,2015,234505700,234505700,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Bojonagara - Bandung (Kota),Pembobotan Kualitas dan Biaya,35,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. PURI DIMENSI,JL. GADING UTAMA AIII NO.3 - BANDUNG (KOTA) - JAWA BARAT,01.822.790.0-441.000,NA,0,0,Tidak
2229260,PBH.1 Pengadaan bahan material konstruksi Jalan UPT Ujungberung Tahap I,3084786,2015-03-02,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2015,2015,500000000,421246000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,23,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT.KAISAR JAYA ABADI,JL. KENCANA WANGI RAYA NO. 61 A BANDUNG - BANDUNG (KOTA) - JAWA BARAT,21.147.553.8-429.000,NA,335885000,0,Tidak
2232260,PENGAWASAN TEKNIK JALAN WILAYAH KAREES I,3438624,2015-03-02,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2015,2015,216251200,216251200,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,WILAYAH KAREES - Bandung (Kota),Pembobotan Kualitas dan Biaya,35,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. PURI DIMENSI,JL. GADING UTAMA AIII NO.3 - BANDUNG (KOTA) - JAWA BARAT,01.822.790.0-441.000,NA,0,0,Tidak
2196260,Perencanaan Teknik Jalan Wilayah Bojonegara,3022529,2015-03-03,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2015,2015,350000000,349750500,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Bojonegara - Bandung (Kota),Pembobotan Kualitas dan Biaya,41,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT.MARATAMA CIPTA MANDIRI,JL.TULIP RAYA NO.26 SURAPATI CORE - BANDUNG (KOTA) - JAWA BARAT,02.606.700.9-423.000,NA,0,0,Tidak
2202260,Perencanaan Teknik Jalan Wilayah Ujungberung,3042687,2015-03-03,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2015,2015,350000000,349750500,Persentase,Tahun Tunggal,Pengadaan Tunggal,Wilayah Ujungberung - Bandung (Kota),Pembobotan Kualitas dan Biaya,44,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT.MARATAMA CIPTA MANDIRI,JL.TULIP RAYA NO.26 SURAPATI CORE - BANDUNG (KOTA) - JAWA BARAT,02.606.700.9-423.000,NA,0,0,Tidak
