kode_lelang,nama_lelang,kode_rup,tanggal_pembuatan,keterangan,tahapan_lelang,instansi,satuan_kerja,kategori,metode_pengadaan,metode_kualifikasi,metode_dokumen,metode_evaluasi,tahun_anggaran,tahun,pagu,hps,cara_pembayaran,pembebanan_ta,sumber_pendanaan,lokasi,kualifikasi_usaha,peserta_lelang,agency,satker,nama_pemenang,alamat,npwp,hasil_negosiasi,harga_penawaran,harga_terkoreksi,gagal_lelang
3015260,"Pengadaan Jasa Cleaning Service di Lingkungan Balaikota, Rumah Dinas, Gedung PKK, Gedung KORPRI dan gedung Dharma Wanita",5054569,2016-01-12,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Bagian Umum dan Perlengkapan Setda,Jasa Lainnya,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,5750000000,5729031290,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,"Balaikota, Rumah Dinas, Gedung PKK, Gedung KORPRI dan gedung Dharma Wanita - Bandung (Kota)",Perusahaan Non Kecil,48,Agency ULP Kota Bandung,Bagian Umum dan Perlengkapan Setda,NANDYA PERKASA,JL MANGLAYANG BARAT 2 NO 6 RT 004 RW 012 BANJARAN - BANDUNG (KAB.) - JAWA BARAT,31.404.887.7-445.000,NA,4971977625,4971977625,Tidak
3016260,Belanja makanan minuman petugas jaga puskesmas 24 jam,5693707,2016-01-14,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,1845120000,1614480000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,31,Agency ULP Kota Bandung,Dinas Kesehatan,CV.BINA CIPTA SARANA,JL. PUTRACO INDAH NO. 2 / SOEKARNO HATTA JL. MARS UTARA 3 NO. 8B BANDUNG - BANDUNG (KAB.) - JAWA BARAT,02.203.381.5-429.000,NA,1245225360,0,Tidak
3017260,Belanja makanan dan minuman pasien,5694393,2016-01-14,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,1080000000,864000000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,30,Agency ULP Kota Bandung,Dinas Kesehatan,CV.KAFI MANDIRI,JL.SITUSARI III NO.4 KEL.CIJAGRA KEC. LENGKONG. KOTA BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.480.944.4-423.000,NA,645120000,0,Tidak
3021260,Perawatan dan Pengoperasian Bus Sekolah Koridor 4 (Cibiru-Cibeureum),5024038,2016-01-20,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,2000000000,1976138660,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil dan Non Kecil,8,Agency ULP Kota Bandung,Dinas Perhubungan,PT. DAMAI RAYA,JL. PETA NO. 261 - BANDUNG (KOTA) - JAWA BARAT,31.218.813.9-422.000,NA,1785039033,0,Tidak
3030260,Belanja modal peralatan dan mesin - Pengadaan alat pendingin Vaccine carrier,6263012,2016-02-10,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,1095000000,1092080000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,76,Agency ULP Kota Bandung,Dinas Kesehatan,PT. GUNA MULIA MEDIKA,"JL. BINTARO PERMAI RAYA NO.3 , RT/RW 008/010 VETERAN BINTARO-PESANGGRAHAN, JAKARTA SELATAN, DKI JAKARTA 12330 - JAKARTA SELATAN (KOTA) - DKI JAKARTA",03.318.591.9-013.000,NA,702625000,0,Tidak
3025260,Belanja Modal Gedung dan Bangunan - Konsultan Perencana Pembangunan Gedung UPT Puskesmas Griya Antapani,5773774,2016-02-12,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2016,2016,125000000,122444700,Persentase,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),NA,27,Agency ULP Kota Bandung,Dinas Kesehatan,PT. NUSANTARA CITRA KONSULTAN,JL. PURWAKARTA 39 ANTAPANI BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.065.356.4-429.000,NA,103767000,0,Tidak
3029260,Belanja modal gedung dan puskesmas - konsultan perencana pembangunan gedung UPT Puskesmas Arcamanik,5773847,2016-02-12,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Kesehatan,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2016,2016,125000000,122444300,Persentase,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),NA,29,Agency ULP Kota Bandung,Dinas Kesehatan,PT. NUSANTARA CITRA KONSULTAN,JL. PURWAKARTA 39 ANTAPANI BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.065.356.4-429.000,NA,103767000,0,Tidak
3031260,Jasa Konsultan Pengawasan/Manajemen Konstruksi Gedung Creative Centre,6510813,2016-02-12,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,"Dinas Koperasi, Ukm dan Perindustrian Perdagangan",Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,1717486800,1052518000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Laswi No. 7 - Bandung (Kota),Pembobotan Kualitas dan Biaya,40,Agency ULP Kota Bandung,"Dinas Koperasi, Ukm dan Perindustrian Perdagangan",PT. DAYA CIPTA DIANRANCANA,JL. MEKARSARI NO. 103 BABAKANSARI KIARACONDONG - BANDUNG (KOTA) - JAWA BARAT,01.455.616.1-441.000,NA,0,0,Tidak
3035260,Belanja Jasa Tenaga Sopir,6567107,2016-02-17,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Satuan Polisi Pamong Praja,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,900000000,854452770,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Satuan Polisi Pamong Praja - Bandung (Kota),Perusahaan Kecil,26,Agency ULP Kota Bandung,Satuan Polisi Pamong Praja,PT. PRENACONS INTERNUSA,"JL. GRAHA BINTARO RAYA, ALTHIA BOULEVARD BLOK GB/AB NO 22, PERIGI BARU, PONDOK AREN - TANGERANG SELATAN (KOTA) - BANTEN",31.373.028.5-411.000,NA,839320000,0,Tidak
3038260,Belanja Jasa Konsultansi Penelitian Kajian Strategi Penataan Moda Transportasi Umum Berbasis Teknologi Informasi di Kota Bandung,6675425,2016-02-22,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,365000000,364705000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Tamansari 76 Bandung - Bandung (Kota),Pembobotan Kualitas dan Biaya,34,Agency ULP Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,PT. MAZA PRADITA SARANA,JL. SALENDRO TIMUR VI NO 22 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.081.228.5-424.000,NA,0,0,Tidak
3039260,Pekerjaan Manajemen Konstruksi Pembangunan Apartemen Rakyat APRA.02 Tahap I (Lokasi Rancacili),NA,2016-02-22,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,810000000,794670000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kelurahan Derwati Kecamatan Rancasari - Bandung (Kota),Pembobotan Kualitas dan Biaya,26,Agency ULP Kota Bandung,Dinas Tata Ruang dan Cipta Karya,PT. ARCHITEAM DESIGN CENTER,JL. TAMANSARI NO.70 - BANDUNG (KOTA) - JAWA BARAT,01.118.651.7-423.000,NA,0,0,Tidak
3036260,Belanja Jasa Konsultansi Perencanaan Evaluasi Perda No. 5 Tahun 2010 tentang Bangunan Gedung,6638021,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Biaya Terendah,APBD 2016,2016,200000000,199925000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Cianjur No. 34 - Bandung (Kota),NA,10,Agency ULP Kota Bandung,Dinas Tata Ruang dan Cipta Karya,PT. GUMILANG SAJATI,JL CIKUTRA 157 KAV.2 CITRA GREEN GARDEN - BANDUNG (KOTA) - JAWA BARAT,02.778.681.3-423.000,NA,170500000,170500000,Tidak
3037260,Pembangunan Bangunan Relokasi PKL Dayang Sumbi,6124079,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,808625000,718993000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl. Tamansari - Bandung (Kota),Perusahaan Kecil,57,Agency ULP Kota Bandung,Dinas Tata Ruang dan Cipta Karya,CV.REZA,JL. DAENG M. ARDIWINATA NO. 3 CIBABAT CIMAHI - CIMAHI (KOTA) - JAWA BARAT,31.238.053.8-421.000,NA,591590000,591695000,Tidak
3042260,Pengawasan Teknik Pembangunan Jalan Wilayah Cibeunying I.2,6410731,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,204017000,204017000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying - Bandung (Kota),Pembobotan Kualitas dan Biaya,20,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. PURI DIMENSI,JL. GADING UTAMA AIII NO.3 - BANDUNG (KOTA) - JAWA BARAT,01.822.790.0-441.000,NA,0,0,Tidak
3043260,Pengawasan Teknik Pembangunan Jalan Wilayah Bojonagara I,6410798,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,211579000,211579000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Bojonagara - Bandung (Kota),Pembobotan Kualitas dan Biaya,21,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.EMPAT PETULAI,JL.DIPATI UKUR NO. 120 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.241.514.5-423.000,NA,0,0,Tidak
3044260,Pengawasan Teknik Pembangunan Jalan Wilayah Cibeunying I.1,6410778,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,208807000,208807000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Cibeunying - Bandung (Kota),Pembobotan Kualitas dan Biaya,21,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,TRI MANTRA,JL. LIGAR RIMBUN NO. 7 - BANDUNG (KAB.) - JAWA BARAT,01.612.179.0-444.000,NA,0,0,Tidak
3045260,Pengawasan Teknik Pembangunan Jalan Wilayah Tegalega I,6410764,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,226341000,226341000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Tegalega - Bandung (Kota),Pembobotan Kualitas dan Biaya,24,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PT. PURI DIMENSI,JL. GADING UTAMA AIII NO.3 - BANDUNG (KOTA) - JAWA BARAT,01.822.790.0-441.000,NA,0,0,Tidak
3046260,Pengawasan Teknik Pembangunan Jalan Wilayah Ujung Berung I.1,6410752,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,208807000,208807000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Ujung Berung - Bandung (Kota),Pembobotan Kualitas dan Biaya,18,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.MAYA PERSADA,KOMPLEK PASANGGRAHAN INDAH BLOK 21-5 UJUNGBERUNG. BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.789.228.0-429.000,NA,0,0,Tidak
3047260,Pengawasan Teknik Pembangunan Jalan Wilayah Karees I,6410790,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Pagu Anggaran,APBD 2016,2016,173497000,173497000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Karees - Bandung (Kota),NA,16,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.EMPAT PETULAI,JL.DIPATI UKUR NO. 120 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.241.514.5-423.000,NA,173167500,173167500,Tidak
3048260,Pengawasan Teknik Pembangunan Jalan Wilayah Gedebage I,6331507,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Pascakualifikasi,Satu File,Pagu Anggaran,APBD 2016,2016,185817000,185817000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Gedebage - Bandung (Kota),NA,14,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,CV.EMPAT PETULAI,JL.DIPATI UKUR NO. 120 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.241.514.5-423.000,NA,185487500,185487500,Tidak
3049260,Pengawasan Teknik Pembangunan Jalan Wilayah Ujung Berung I.2,6410708,2016-02-23,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,Jasa Konsultansi Badan Usaha,e-Seleksi Umum,Prakualifikasi,Dua File,Kualitas dan Biaya,APBD 2016,2016,208059000,208059000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Wilayah Ujung Berung - Bandung (Kota),Pembobotan Kualitas dan Biaya,20,Agency ULP Kota Bandung,Dinas Bina Marga dan Pengairan,PURNAJASA BIMAPRATAMA,KOMP. PRIMKOPTI BLOK C.4 NO.18 RT.003/006 CIPAYUNG JAKARTA TIMUR - JAKARTA TIMUR (KOTA) - DKI JAKARTA,01.358.767.0-009.000,NA,0,0,Tidak
3053260,Perawatan dan Pengoperasian Bus Sekolah Koridor 1 Antapani-Ledeng (Lelang Ulang),NA,2016-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,2000000000,1151236435,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,7,Agency ULP Kota Bandung,Dinas Perhubungan,PT. TRANS METRO BANDUNG,JL. A. H. NASUTION NO. 25 - BANDUNG (KOTA) - JAWA BARAT,02.789.948.3-429.000,NA,1103923123,1103923123,Tidak
3054260,Pengoperasian dan perawatan Bus Sekolah Rute 2 Dago - Leuwipanjang (Lelang Ulang),NA,2016-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,2000000000,1053937140,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,8,Agency ULP Kota Bandung,Dinas Perhubungan,PT. TRANS METRO BANDUNG,JL. A. H. NASUTION NO. 25 - BANDUNG (KOTA) - JAWA BARAT,02.789.948.3-429.000,NA,1012342037.52,1012342037.52,Tidak
3055260,Pengoperasian dan Perawatan Bus Sekolah Rute 3 Cibiru - Asia Afrika via Buah Batu (Lelang Ulang),NA,2016-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,2000000000,1987376794,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,8,Agency ULP Kota Bandung,Dinas Perhubungan,PT. TRANS METRO BANDUNG,JL. A. H. NASUTION NO. 25 - BANDUNG (KOTA) - JAWA BARAT,02.789.948.3-429.000,NA,1895370532.88,1895370532.88,Tidak
3056260,Pengoperasian dan perawatan Trans Metro Bandung Koridor 2 Cicaheum - Cibeureum (Lelang Ulang),NA,2016-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,2500000000,2362804846,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil dan Non Kecil,7,Agency ULP Kota Bandung,Dinas Perhubungan,PT. DAMAI RAYA,JL. PETA NO. 261 - BANDUNG (KOTA) - JAWA BARAT,31.218.813.9-422.000,NA,2275669508,2136774223,Tidak
3058260,Pengoperasian dan Perawatan Trans Metro Bandung Koridor 3 Cicaheum _ Sarijadi (lelang Ulang),NA,2016-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,2500000000,2450733102,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil dan Non Kecil,9,Agency ULP Kota Bandung,Dinas Perhubungan,PT. TRANS METRO BANDUNG,JL. A. H. NASUTION NO. 25 - BANDUNG (KOTA) - JAWA BARAT,02.789.948.3-429.000,NA,2359693551,2359693551,Tidak
3059260,Jasa Petugas Tiket TMB Koridor 3 Cicaheum - Sarijadi (Lelang Ulang),NA,2016-02-24,NA,Lelang Sudah Selesai,Agency ULP Kota Bandung,Dinas Perhubungan,Jasa Lainnya,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2016,2016,900000000,886583590,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil,22,Agency ULP Kota Bandung,Dinas Perhubungan,PT. SATRIA PADJADJARAN JAYA,JLN. RANCAWANGI - SAPAN NO. 17 BOJONG SOANG BANDUNG - BANDUNG (KAB.) - JAWA BARAT,66.613.105.3-444.000,NA,832240300,832240300,Tidak
