kode_lelang,nama_lelang,kode_rup,tanggal_pembuatan,keterangan,tahapan_lelang,instansi,satuan_kerja,kategori,metode_pengadaan,metode_kualifikasi,metode_dokumen,metode_evaluasi,tahun_anggaran,tahun,pagu,hps,cara_pembayaran,pembebanan_ta,sumber_pendanaan,lokasi,kualifikasi_usaha,peserta_lelang,agency,satker,nama_pemenang,alamat,npwp,hasil_negosiasi,harga_penawaran,harga_terkoreksi,gagal_lelang
781260,Jasa konsultansi Perencanaan Pemetaan Gambar Site Plan Ke Dalam Peta Garis Rencana Kota,NA,2013-08-15,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Pagu Anggaran,APBD 2013,2013,65000000,64922000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,17,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,PT. DUA RIBU SATU PANGRIPTA,JL. SURYALAYA III NO. 40A BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.970.323.0-424.000,NA,62942000,62942000,Tidak
783260,Belanja Jasa Konsultasi Perencanaan- Sistem Informasi Managemen Pajak Online,NA,2013-08-21,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pelayanan Pajak,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2013,2013,465000000,193325000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Disyanjak Kota Bandung - Bandung (Kota),NA,30,LPSE Kota Bandung,Dinas Pelayanan Pajak,PT. BINA MITRA WAHANA,JL. H. SAMALI NO. 79 A LT.2 PEJATEN BARAT PASAR MINGGU JAKARTA SELATAN - JAKARTA SELATAN (KOTA) - DKI JAKARTA,02.142.235.7-017.000,NA,154660000,154660000,Tidak
777260,Belanja Modal Pengadaan Konstruksi SOR Persib,NA,2013-08-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemuda dan Olah Raga,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,1250000000,1241368000,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,SOR PERSIB Jl. A. Yani Bandung - Bandung (Kota),Perusahaan Kecil,23,LPSE Kota Bandung,Dinas Pemuda dan Olah Raga,CV.WIRA SANGKA,JL KEBON KALAPA NO 14 KARANGANYAR SUBANG - SUBANG (KAB.) - JAWA BARAT,01.511.008.7-439.000,NA,973014000,973014000,Tidak
823260,Pembangunan Ruang Kelas Baru (RKB) SDN Coblong,NA,2013-08-28,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pendidikan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,1157506000,1144925000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Ir H. Djuanda Bandung - Bandung (Kota),Perusahaan Kecil,16,LPSE Kota Bandung,Dinas Pendidikan,PT. SEBEDRAPURNA JAYA TAMA,JL. MALAKA MERAH III NO.26 DUREN SAWIT - JAKARTA TIMUR (KOTA) - DKI JAKARTA,01.359.987.3-008.000,NA,1030370000,0,Tidak
206260,PMB.PJU-06 Pembangunan PJU Jl. Sejajar Tol (SUS Gedebage),NA,2013-10-08,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,2303352000,2296247000,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kecamatan Gedebage - Bandung (Kota),Perusahaan Kecil,32,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,CV.MULYANA KARYA,JL. SENTRAL NO. 54 CIBABAT CIMAHI - CIMAHI (KOTA) - JAWA BARAT,01.104.524.2-421.000,NA,2254926000,2254939000,Tidak
785260,Pembangunan Ruang Kelas Baru (RKB) SDN Babakan Tarogong,NA,2013-08-22,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pendidikan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,640000000,638432600,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. KH Wahid Hasyim No. 256 Bandung - Bandung (Kota),Perusahaan Kecil,43,LPSE Kota Bandung,Dinas Pendidikan,CV.LINGGASARI,ALAMAT PENDIRIAN PERUSAHAAN M RAMDHAN NO.34 BDG ALAMAT KANTOR OPERASIONAL :JL. MALEER I NO.74A/118 - BANDUNG (KOTA) - JAWA BARAT,01.216.567.6-424.000,NA,535344400,0,Tidak
81260,J78-Peningkatan Jl. Cisaranten Wetan,NA,2013-02-19,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,863685000,817971000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kecamatan Ujungberung - Bandung (Kota),Perusahaan Kecil,18,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,CV.UTAMI,JL.SALENDRO UTARA NO.19 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.450.019.3-424.000,NA,742005000,740841000,Tidak
788260,Pengadaan Pebangunan Gedung Kantor Kelurahan Sukwarna,NA,2013-08-25,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Kecamatan Sukajadi,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,468760000,468760000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kelurahan Sukawarna - Bandung (Kota),Perusahaan Kecil,13,LPSE Kota Bandung,Kecamatan Sukajadi,CV.GRAHA CITRA MANDIRI,JL. BABAKAN ANDIR NO. 51 - BANDUNG (KOTA) - JAWA BARAT,02.065.281.4-423.000,NA,409088500,0,Tidak
784260,PENGADAAN KONSTRUKSI/PEMBELIAN GEDUNG KANTOR SMAN 27,NA,2013-08-22,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pendidikan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,1819185000,1818188000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,SMA NEGERI 27 BANDUNG JL. RAYA USTMAN BIN AFFAN NO. 1 - Bandung (Kota),Perusahaan Kecil,37,LPSE Kota Bandung,Dinas Pendidikan,CV.KETANGGUNGAN TIMUR,JL. TARUNA RAYA NO. 84 BANDUNG - BANDUNG (KAB.) - JAWA BARAT,02.065.169.1-429.000,NA,1660379000,0,Tidak
774260,PB-9. Pengadaan Bahan Baku Bangunan Pemeliharaan Rutin dan Periodik Tahap 2,NA,2013-08-13,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,1500000000,1444905000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Gudang Cinambo. Jl. Cisaranten Wetan Bandung - Bandung (Kota),Perusahaan Kecil,22,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,GOZALI PUTRA,"JL. RANCAMEONG NO. 18, KODYA - BANDUNG - BANDUNG (KOTA) - JAWA BARAT",02.203.969.7-429.000,NA,1155583000,1155583000,Tidak
792260,Perbaikan jalan Setapak di TPU TPU,NA,2013-08-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,322000000,296629000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,TPU PANDU TPU SIRNARAGA TPU RANCACILI TPU BABAKAN CIPARAY TPU ASTANA ANYAR - Bandung (Kota),Perusahaan Kecil,15,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,CV.BINANGUN SARANA JAYA,JL. RAYA CIKALONG WETAN NO. 29 CIPTAGUMATI CIKALONG WETAN KAB.BANDUNG BARAT - BANDUNG BARAT (KAB.) - JAWA BARAT,01.494.572.9-421.000,NA,252146000,0,Tidak
892260,Pendataan Tanah Makam Wakaf/ Individu/Swasta,NA,2013-09-17,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2013,2013,100000000,99581900,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Seram No. 2 (Dinas Pemakaman dan Pertamanan) - Bandung (Kota),NA,17,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,PT MAPALUS MENGGALA ENGINEERING,JL. GARUT NO.5 - BANDUNG (KOTA) - JAWA BARAT,01.548.436.3-423.000,NA,74250000,74250000,Tidak
825260,Pengadaan Konstruksi Bangunan Gedung Kantor Kelurahan Sukaraja,NA,2013-08-29,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Kecamatan Cicendo,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,500000000,468000000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,"Jl. Cimindi No.6 Kelurahan Sukaraja, Kec.Cicendo - Bandung (Kota)",Perusahaan Kecil,22,LPSE Kota Bandung,Kecamatan Cicendo,CV.MULYA KARYA PUTERA,JL. CIANJUR NO. 23 - BANDUNG (KOTA) - JAWA BARAT,01.612.193.1-424.000,NA,423666000,423666000,Tidak
900260,PPT7-Penataan Taman Eks SPBU Sukajadi,NA,2013-09-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,700000000,700000000,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl. Sukajadi - Bandung - Bandung (Kota),Perusahaan Kecil,23,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,CV.DIMAS,JL. KOLONEL MASTURI NO. 327 DS. KERTAWANGI KEC. CISARUA - BANDUNG (KAB.) - JAWA BARAT,02.011.679-421.000,NA,560078700,560079600,Tidak
894260,Pengembangan Sistem Pelayanan Informasi dan Pelayanan Pendaftaran Investasi Secara Elektronik,NA,2013-09-19,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,Jasa Konsultansi Badan Usaha,e-Seleksi Sederhana,Prakualifikasi,Satu File,Biaya Terendah,APBD 2013,2013,98000000,97582650,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),NA,24,LPSE Kota Bandung,Badan Perencanaan Pembangunan Daerah Kota Bandung,CENTRAL TELEMATIKA MANDIRI,JL. GOLF SELATAN BLOK 1 NO.4 ARCAMANIK BANDUNG - BANDUNG (KOTA) - JAWA BARAT,21.021.026.6-429.000,NA,0,0,Tidak
293260,AB.3 Pengadaan Crane PJU (Sky Lift),NA,2013-08-22,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,370000000,368297400,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Bandung (Kota) - Bandung (Kota),Perusahaan Kecil,15,LPSE Kota Bandung,Dinas Bina Marga dan Pengairan,CV.SELARAS MAJU BERSAMA,PERMATA BUMI RAYA DA-123 RT 001 RW 003 KEL. CISARANTEN KULON KEC. ARCAMANIK - BANDUNG (KOTA) - JAWA BARAT,31.583.437.4-429.000,NA,365750000,365750000,Tidak
893260,Sarana Air Bersih Sumur Dangkal di Kelurahan Sukapada,NA,2013-09-19,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,Gabungan APBN dan APBD 2013,2013,314532000,294455000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kelurahan Sukapada Kecamatan Cibeunying Kidul - Bandung (Kota),Perusahaan Kecil,20,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,CV.MAHKOTA AGUNG,JL. K.H. ABDUL HALIM NO.81 MAJALENGKA - MAJALENGKA (KAB.) - JAWA BARAT,01.145.273.7-438.000,NA,282700000,282724000,Tidak
896260,Pengadaan Bus Besar AC EURO II ENGINE MODEL 2 PINTU,NA,2013-09-19,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Perhubungan,Pengadaan Barang,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,10000000000,9999000000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Non Kecil,6,LPSE Kota Bandung,Dinas Perhubungan,PT. INDOSENTOSA TRADA,JL. SOEKARNO HATTA NO. 382 BANDUNG - BANDUNG (KOTA) - JAWA BARAT,01.582.867.6-441.000,NA,9999000000,9997900000,Tidak
891260,PKP3-Pembuatan Sarana dan Prasarana Kebun Bibit,NA,2013-09-18,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,900000000,899999900,Gabungan Lump Sum dan Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl Seram No.2 - Bandung (Kota),Perusahaan Kecil,31,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,CV.PERMATA,JL. BBK. CIHAPIT II NO. 1 PASIRLAYUNG BANDUNG 40192 - BANDUNG (KOTA) - JAWA BARAT,01.104.393.2-423.033,NA,697607000,697607000,Tidak
911260,Belanja Pakaian Kerja Lapangan beserta Atributnya,NA,2013-09-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Satuan Polisi Pamong Praja,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,414000000,413545000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl.Martanegara No.4 Bandung - Bandung (Kota),Perusahaan Kecil,40,LPSE Kota Bandung,Satuan Polisi Pamong Praja,CV.JELITA ABADI,JL. SAPARAKO TIMUR NO. 27 RT 002 RW 005 DS. MAJALAYA KEC. MAJALAYA KAB. BANDUNG - BANDUNG (KAB.) - JAWA BARAT,02.011.667.9-444.000,NA,350718500,350718500,Tidak
913260,Penataan Jalur Hijau Jalan Tamansari - Siliwangi,NA,2013-09-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,360000000,358583000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Tamansari - Siliwangi - Bandung (Kota),Perusahaan Kecil,18,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,CV.JAYA GIRI,CARINGIN BLOK KUPAT RT.006/RW.013 BABAKAN CIPARAY - BANDUNG (KOTA) - JAWA BARAT,02.749.907.8-422.000,NA,268801000,268801000,Tidak
912260,Penataan Jalur Hijau Jalan Jl. IR. H. Djuanda,NA,2013-09-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,460000000,459278000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Jl. Ir. H. Djuanda - Bandung (Kota),Perusahaan Kecil,26,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,PUTRI DINANTI,KOP. BUMI PANYILEUKAN BLOK K-6 NO. 22-23 - BANDUNG (KOTA) - JAWA BARAT,02.203.781.6-429.000,NA,339714000,0,Tidak
898260,PPT5-Penataan Taman Jl. Teuku Umar,NA,2013-09-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,300000000,299999000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Jl. Teuku Umar - Bandung - Bandung (Kota),Perusahaan Kecil,24,LPSE Kota Bandung,Dinas Pemakaman dan Pertamanan,CV.ABU HUSEIN,JL. KARTIKA II NO. 106 G - BANDUNG (KOTA) - JAWA BARAT,01.778.141.0-428.000,NA,231751700,232628500,Tidak
910260,Pengadaan dan Pemasangan Fasilitas Perlengkapan Jalan,NA,2013-09-23,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Perhubungan,Pekerjaan Konstruksi,e-Lelang Umum,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,837010000,808580000,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Kota Bandung - Bandung (Kota),Perusahaan Kecil dan Non Kecil,6,LPSE Kota Bandung,Dinas Perhubungan,CV.INSUN MEDAL LESTARI,JL. JEND. SUDIRMAN NO. 151 KOTA CIMAHI - CIMAHI (KOTA) - JAWA BARAT,01.645.085.0-421.000,NA,777634000,777634000,Tidak
901260,Pengadaan Konstruksi / Pembelian Gedung Kantor Kelurahan Sindangjaya,NA,2013-09-20,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Kecamatan Mandalajati,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,258900000,257324000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,Kelurahan Sindangjaya Kecamatan Mandalajati - Bandung (Kota),Perusahaan Kecil,24,LPSE Kota Bandung,Kecamatan Mandalajati,CV.RAFIDHAN DWI KARYA,JL. KATAPANG KULON NO 4 RT.01 / RW.014 CILAMPENI KATAPANG KAB. BANDUNG - BANDUNG (KAB.) - JAWA BARAT,31.244.348.4-455.000,NA,249718000,249718000,Tidak
917260,Instalasi Listrik RUSUNAWA Cingised,NA,2013-09-24,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,Pekerjaan Konstruksi,e-Lelang Pemilihan Langsung,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,500000000,498989000,Harga Satuan,Tahun Tunggal,Pengadaan Tunggal,RUSUNAWA Cingised Kelurahan Cisaranten Kulon Kecamatan Arcamanik Kota Bandung - Bandung (Kota),Perusahaan Kecil,13,LPSE Kota Bandung,Dinas Tata Ruang dan Cipta Karya,CV.LUCY ELECTRIC,JL. H. KURDI I NO. 14 MOH. TOHA - BANDUNG (KOTA) - JAWA BARAT,02.081.002.4-422.000,NA,460188000,460188000,Tidak
914260,Belanja Alat Tulis Kantor (ATK Dinas dan Puskesmas),NA,2013-09-24,NA,Lelang Sudah Selesai,LPSE Kota Bandung,Dinas Kesehatan,Pengadaan Barang,e-Lelang Sederhana,Pascakualifikasi,Satu File,Sistem Gugur,APBD 2013,2013,446700000,446044500,Lump Sum,Tahun Tunggal,Pengadaan Tunggal,Dinas Kesehatan Kota Bandung - Bandung (Kota),Perusahaan Kecil,71,LPSE Kota Bandung,Dinas Kesehatan,CV.TUNGGAK SEMI,JL.SARIWATES IV NO.30 ANTAPANI BANDUNG - BANDUNG (KOTA) - JAWA BARAT,02.065.333.3-429.000,NA,349968300,0,Tidak
